t = 0 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
41 ,  493.99151945145354 ,  493.99151945145354 ,  494.0319321520566 ,  494.11254497583514 ,  494.2329185534127 ,  494.39235464812964 ,  494.5898380198854 ,  494.8239376706217 ,  495.09264413445453 ,  495.3931089644009 ,  495.72124519205545 ,  496.07115858384077 ,  496.43444327236807 ,  496.7995451453496 ,  497.151762608721 ,  497.47563896557017 ,  497.7646993972231 ,  497.9757608151426 ,  498.1503494608488 ,  498.3300393841964 ,  498.5073264636985 ,  498.3300393841964 ,  498.1503494608488 ,  497.9757608151426 ,  497.76469939722324 ,  497.47563896557017 ,  497.1517626087211 ,  496.7995451453496 ,  496.43444327236807 ,  496.07115858384077 ,  495.7212451920557 ,  495.3931089644009 ,  495.09264413445453 ,  494.8239376706215 ,  494.58983801988506 ,  494.3923546481294 ,  494.2329185534127 ,  494.11254497583514 ,  494.0319321520566 ,  493.9915194514533 ,  493.9915194514533 , 
42 ,  493.55871138832254 ,  493.55871138832254 ,  493.59542685226006 ,  493.6685796034046 ,  493.77759639892815 ,  493.92157226289214 ,  494.09920796861377 ,  494.30871203704135 ,  494.5476542331595 ,  494.8127563757123 ,  495.09961241661506 ,  495.4023533737677 ,  495.7133295348385 ,  496.02298705181386 ,  496.32026253952097 ,  496.5939068343864 ,  496.8342444560045 ,  497.02833642945484 ,  497.1843642570843 ,  497.3079954410139 ,  497.3755945903001 ,  497.3079954410139 ,  497.1843642570843 ,  497.02833642945484 ,  496.8342444560046 ,  496.5939068343864 ,  496.32026253952097 ,  496.02298705181386 ,  495.7133295348385 ,  495.4023533737677 ,  495.09961241661506 ,  494.8127563757123 ,  494.5476542331594 ,  494.3087120370411 ,  494.09920796861365 ,  493.92157226289214 ,  493.77759639892815 ,  493.66857960340485 ,  493.5954268522602 ,  493.5587113883223 ,  493.5587113883223 , 
43 ,  493.1166653581831 ,  493.1166653581831 ,  493.14980513993294 ,  493.2157590034233 ,  493.3138589447485 ,  493.44305962681074 ,  493.6018813802608 ,  493.7883263908118 ,  493.9997632115866 ,  494.23277783183994 ,  494.4829989864861 ,  494.7449257772529 ,  495.01182068475487 ,  495.2757762819035 ,  495.52809082827537 ,  495.7600112191809 ,  495.96353976420096 ,  496.1316528258226 ,  496.26278674374623 ,  496.35346718854817 ,  496.39025630450396 ,  496.35346718854817 ,  496.26278674374623 ,  496.1316528258227 ,  495.9635397642011 ,  495.7600112191809 ,  495.52809082827525 ,  495.2757762819034 ,  495.01182068475487 ,  494.7449257772529 ,  494.4829989864861 ,  494.2327778318398 ,  493.99976321158647 ,  493.7883263908117 ,  493.6018813802607 ,  493.4430596268106 ,  493.3138589447485 ,  493.2157590034233 ,  493.14980513993305 ,  493.1166653581831 ,  493.1166653581831 , 
44 ,  492.67084274002684 ,  492.67084274002684 ,  492.70059117062885 ,  492.75973280181483 ,  492.8475427474957 ,  492.96289676771426 ,  493.10422487517417 ,  493.26944693036035 ,  493.45589043114296 ,  493.6601947913796 ,  493.87821455494463 ,  494.104947361265 ,  494.33452991166473 ,  494.56035933741896 ,  494.7753897140067 ,  494.97259455641597 ,  495.14546944243216 ,  495.2884501093456 ,  495.39760505086883 ,  495.4683857841354 ,  495.493894833402 ,  495.4683857841354 ,  495.39760505086883 ,  495.28845010934583 ,  495.1454694424323 ,  494.97259455641597 ,  494.77538971400656 ,  494.56035933741896 ,  494.33452991166484 ,  494.104947361265 ,  493.8782145549445 ,  493.6601947913796 ,  493.45589043114296 ,  493.26944693036035 ,  493.10422487517417 ,  492.96289676771426 ,  492.8475427474957 ,  492.75973280181483 ,  492.70059117062885 ,  492.67084274002707 ,  492.67084274002707 , 
45 ,  492.2265366921114 ,  492.2265366921114 ,  492.25312209956974 ,  492.3059240958685 ,  492.3841937027785 ,  492.48677896678396 ,  492.6120906848323 ,  492.7580574761198 ,  492.9220729051249 ,  493.10094093200007 ,  493.290831627892 ,  493.48726654284724 ,  493.6851602427339 ,  493.87894606970826 ,  494.06280147662505 ,  494.2309539487127 ,  494.3780019820672 ,  494.4991718281103 ,  494.5904306387373 ,  494.6479071970309 ,  494.6677737766554 ,  494.6479071970309 ,  494.5904306387373 ,  494.4991718281103 ,  494.3780019820671 ,  494.23095394871257 ,  494.0628014766248 ,  493.87894606970826 ,  493.6851602427339 ,  493.48726654284724 ,  493.29083162789186 ,  493.10094093199996 ,  492.922072905125 ,  492.7580574761198 ,  492.6120906848321 ,  492.48677896678396 ,  492.3841937027786 ,  492.3059240958687 ,  492.25312209956974 ,  492.2265366921115 ,  492.2265366921115 , 
46 ,  491.7888055752388 ,  491.7888055752388 ,  491.8124833691038 ,  491.8594694639323 ,  491.92901680004866 ,  492.01998489867947 ,  492.13081704851515 ,  492.2595123406081 ,  492.40359607428854 ,  492.5600946744744 ,  492.7255247095402 ,  492.8959092075779 ,  493.06683653217283 ,  493.23357464842024 ,  493.3912433029195 ,  493.53502759726337 ,  493.6603952433427 ,  493.76327022560497 ,  493.84011482689004 ,  493.8878697508235 ,  493.90413229376304 ,  493.8878697508235 ,  493.84011482688993 ,  493.76327022560497 ,  493.6603952433427 ,  493.53502759726314 ,  493.3912433029195 ,  493.23357464842024 ,  493.0668365321727 ,  492.8959092075777 ,  492.7255247095401 ,  492.56009467447427 ,  492.40359607428854 ,  492.2595123406081 ,  492.13081704851504 ,  492.01998489867947 ,  491.92901680004866 ,  491.8594694639323 ,  491.8124833691038 ,  491.78880557523894 ,  491.78880557523894 , 
47 ,  491.3624242930621 ,  491.3624242930621 ,  491.3834629605781 ,  491.4251797784957 ,  491.4868486448531 ,  491.56736823415656 ,  491.6652489326226 ,  491.7785984328001 ,  491.9051094082363 ,  492.042054415538 ,  492.18629506380785 ,  492.3343139485265 ,  492.4822777843124 ,  492.6261371653029 ,  492.7617613767268 ,  492.88509642081567 ,  492.9923248970076 ,  493.0800038845633 ,  493.1451657662037 ,  493.18539804461625 ,  493.19901988237007 ,  493.18539804461625 ,  493.1451657662037 ,  493.0800038845633 ,  492.9923248970076 ,  492.88509642081556 ,  492.76176137672655 ,  492.6261371653027 ,  492.4822777843124 ,  492.3343139485264 ,  492.18629506380773 ,  492.0420544155379 ,  491.9051094082363 ,  491.7785984328002 ,  491.6652489326225 ,  491.5673682341567 ,  491.4868486448531 ,  491.4251797784957 ,  491.3834629605781 ,  491.3624242930621 ,  491.3624242930621 , 
48 ,  490.9518508454257 ,  490.9518508454257 ,  490.9705211561376 ,  491.0075168418741 ,  491.06214549450783 ,  491.13336270465913 ,  491.2197667159022 ,  491.3195942198963 ,  491.4307202050279 ,  491.5506658249925 ,  491.67661918360807 ,  491.8054743156663 ,  491.93389287861646 ,  492.05839055817705 ,  492.17544577325975 ,  492.2816228402314 ,  492.37369764787627 ,  492.4487742335747 ,  492.50438792279874 ,  492.5386067687068 ,  492.5501630275596 ,  492.5386067687068 ,  492.50438792279874 ,  492.4487742335747 ,  492.37369764787627 ,  492.2816228402314 ,  492.17544577325964 ,  492.05839055817705 ,  491.93389287861646 ,  491.8054743156663 ,  491.67661918360795 ,  491.5506658249924 ,  491.4307202050279 ,  491.3195942198963 ,  491.2197667159022 ,  491.13336270465925 ,  491.06214549450783 ,  491.0075168418741 ,  490.9705211561376 ,  490.95185084542595 ,  490.95185084542595 , 
49 ,  490.56120502896147 ,  490.56120502896147 ,  490.57777227401357 ,  490.6105814180528 ,  490.6589812292989 ,  490.72199401556304 ,  490.79831606231414 ,  490.88632073366966 ,  490.9840665292322 ,  491.0893129893311 ,  491.19954772674623 ,  491.3120277734456 ,  491.423837564927 ,  491.53196403709217 ,  491.633386600769 ,  491.7251768675724 ,  491.80460119299073 ,  491.8692197867383 ,  491.9169799913484 ,  491.9463071764077 ,  491.956198489871 ,  491.9463071764077 ,  491.9169799913485 ,  491.8692197867382 ,  491.8046011929905 ,  491.72517686757215 ,  491.633386600769 ,  491.53196403709194 ,  491.423837564927 ,  491.3120277734456 ,  491.19954772674623 ,  491.089312989331 ,  490.9840665292321 ,  490.88632073366966 ,  490.79831606231414 ,  490.72199401556304 ,  490.6589812292989 ,  490.6105814180528 ,  490.57777227401357 ,  490.5612050289616 ,  490.5612050289616 , 
50 ,  490.19425634110326 ,  490.19425634110326 ,  490.20897519335654 ,  490.23810906894596 ,  490.2810512651814 ,  490.33689453967645 ,  490.40443568024034 ,  490.48218360558144 ,  490.5683727034034 ,  490.6609834263884 ,  490.7577722669803 ,  490.8563129710408 ,  490.954050092574 ,  491.04836469638576 ,  491.13665034470955 ,  491.2163958933529 ,  491.2852707154434 ,  491.34120832218935 ,  491.38248593525554 ,  491.40779920646105 ,  491.416330135115 ,  491.40779920646105 ,  491.38248593525566 ,  491.341208322189 ,  491.2852707154432 ,  491.2163958933527 ,  491.13665034470955 ,  491.04836469638576 ,  490.9540500925739 ,  490.85631297104055 ,  490.7577722669803 ,  490.66098342638827 ,  490.56837270340327 ,  490.4821836055813 ,  490.40443568024034 ,  490.33689453967634 ,  490.2810512651813 ,  490.23810906894596 ,  490.20897519335654 ,  490.19425634110326 ,  490.19425634110326 , 
51 ,  489.8544185183066 ,  489.8544185183066 ,  489.8675300184193 ,  489.8934710478186 ,  489.93167968692205 ,  489.9813184434047 ,  490.04128163942414 ,  490.1102067708948 ,  490.1864910494587 ,  490.26831448043094 ,  490.35367079270713 ,  490.4404072413265 ,  490.52627369726383 ,  490.6089805395586 ,  490.68626380434625 ,  490.7559550800197 ,  490.8160530786637 ,  490.8647938559119 ,  490.9007171419602 ,  490.9227265176603 ,  490.93014018469205 ,  490.9227265176603 ,  490.9007171419602 ,  490.86479385591167 ,  490.81605307866346 ,  490.7559550800197 ,  490.68626380434625 ,  490.6089805395585 ,  490.5262736972637 ,  490.4404072413264 ,  490.3536707927069 ,  490.26831448043094 ,  490.1864910494585 ,  490.1102067708947 ,  490.04128163942414 ,  489.9813184434047 ,  489.9316796869218 ,  489.8934710478187 ,  489.8675300184193 ,  489.8544185183066 ,  489.8544185183066 , 
52 ,  489.5447486058056 ,  489.5447486058056 ,  489.55647879305013 ,  489.57967823557715 ,  489.6138278179559 ,  489.65815598330755 ,  489.71164794550634 ,  489.7730590479267 ,  489.8409330854407 ,  489.9136264498959 ,  489.98933886250416 ,  490.0661511809574 ,  490.1420702997584 ,  490.21508053030516 ,  490.28320014517953 ,  490.34454114402024 ,  490.3973698951834 ,  490.44016619241836 ,  490.47167832763523 ,  490.490971717692 ,  490.49746812298565 ,  490.4909717176921 ,  490.4716783276351 ,  490.44016619241825 ,  490.3973698951834 ,  490.34454114402024 ,  490.28320014517953 ,  490.21508053030516 ,  490.1420702997583 ,  490.0661511809574 ,  489.98933886250416 ,  489.9136264498959 ,  489.8409330854405 ,  489.7730590479266 ,  489.71164794550623 ,  489.65815598330744 ,  489.6138278179559 ,  489.57967823557726 ,  489.55647879305025 ,  489.5447486058056 ,  489.5447486058056 , 
