t = 0 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
26 ,  499.9999992997874 ,  499.9999992997874 ,  499.99999931157936 ,  499.999999335198 ,  499.9999993707156 ,  499.99999941824376 ,  499.9999994779446 ,  499.99999955006115 ,  499.9999996350425 ,  499.9999997340326 ,  499.999999850838 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999985083787 ,  499.9999997340327 ,  499.9999996350425 ,  499.9999995500614 ,  499.9999994779447 ,  499.999999418244 ,  499.9999993707156 ,  499.99999933519825 ,  499.99999931157936 ,  499.99999929978753 ,  499.99999929978753 , 
27 ,  499.99999933330423 ,  499.99999933330423 ,  499.9999993454003 ,  499.9999993696249 ,  499.99999940604255 ,  499.9999994547412 ,  499.9999995158148 ,  499.99999958931653 ,  499.99999967515953 ,  499.9999997729493 ,  499.99999988179957 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999988179957 ,  499.9999997729493 ,  499.99999967515964 ,  499.99999958931653 ,  499.9999995158148 ,  499.9999994547413 ,  499.99999940604243 ,  499.9999993696249 ,  499.9999993454003 ,  499.99999933330446 ,  499.99999933330446 , 
28 ,  499.9999993575693 ,  499.9999993575693 ,  499.99999936988456 ,  499.9999993945477 ,  499.99999943162163 ,  499.99999948118943 ,  499.9999995433225 ,  499.99999961798187 ,  499.9999997047156 ,  499.99999980177324 ,  499.99999990391484 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999990391484 ,  499.99999980177324 ,  499.9999997047157 ,  499.99999961798187 ,  499.9999995433225 ,  499.99999948118943 ,  499.9999994316215 ,  499.9999993945477 ,  499.99999936988445 ,  499.9999993575693 ,  499.9999993575693 , 
29 ,  499.9999993722595 ,  499.9999993722595 ,  499.99999938470853 ,  499.9999994096421 ,  499.9999994471316 ,  499.99999949728567 ,  499.9999995602516 ,  499.9999996362021 ,  499.9999997252073 ,  499.99999982635836 ,  499.9999999324964 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999999324965 ,  499.99999982635836 ,  499.9999997252073 ,  499.9999996362021 ,  499.9999995602516 ,  499.99999949728567 ,  499.9999994471316 ,  499.9999994096422 ,  499.99999938470853 ,  499.9999993722596 ,  499.9999993722596 , 
30 ,  499.9999993771785 ,  499.9999993771785 ,  499.9999993896728 ,  499.9999994146988 ,  499.99999945233503 ,  499.9999995027142 ,  499.99999956607144 ,  499.9999996429194 ,  499.9999997347247 ,  499.99999984669694 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999984669716 ,  499.99999973472495 ,  499.9999996429194 ,  499.99999956607155 ,  499.9999995027142 ,  499.99999945233503 ,  499.9999994146988 ,  499.99999938967267 ,  499.9999993771785 ,  499.9999993771785 , 
31 ,  499.9999993722595 ,  499.9999993722595 ,  499.99999938470864 ,  499.9999994096422 ,  499.9999994471316 ,  499.99999949728567 ,  499.9999995602516 ,  499.9999996362021 ,  499.9999997252073 ,  499.99999982635836 ,  499.9999999324964 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999999324965 ,  499.99999982635836 ,  499.9999997252073 ,  499.9999996362021 ,  499.9999995602516 ,  499.99999949728567 ,  499.9999994471316 ,  499.9999994096422 ,  499.9999993847084 ,  499.9999993722595 ,  499.9999993722595 , 
32 ,  499.9999993575693 ,  499.9999993575693 ,  499.99999936988456 ,  499.9999993945478 ,  499.99999943162175 ,  499.99999948118955 ,  499.9999995433225 ,  499.999999617982 ,  499.9999997047156 ,  499.99999980177324 ,  499.99999990391484 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999990391484 ,  499.99999980177324 ,  499.9999997047157 ,  499.99999961798187 ,  499.9999995433225 ,  499.99999948118955 ,  499.99999943162175 ,  499.9999993945477 ,  499.99999936988445 ,  499.9999993575693 ,  499.9999993575693 , 
33 ,  499.99999933330423 ,  499.99999933330423 ,  499.9999993454003 ,  499.999999369625 ,  499.99999940604266 ,  499.9999994547413 ,  499.99999951581503 ,  499.99999958931653 ,  499.99999967515964 ,  499.9999997729494 ,  499.99999988179957 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999988179957 ,  499.9999997729494 ,  499.99999967515964 ,  499.99999958931653 ,  499.99999951581503 ,  499.9999994547413 ,  499.99999940604255 ,  499.9999993696249 ,  499.9999993454003 ,  499.99999933330446 ,  499.99999933330446 , 
34 ,  499.99999929978753 ,  499.99999929978753 ,  499.99999931157936 ,  499.999999335198 ,  499.9999993707156 ,  499.999999418244 ,  499.9999994779446 ,  499.9999995500614 ,  499.9999996350425 ,  499.9999997340328 ,  499.9999998508381 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999998508381 ,  499.9999997340327 ,  499.9999996350425 ,  499.9999995500614 ,  499.9999994779448 ,  499.999999418244 ,  499.9999993707156 ,  499.99999933519825 ,  499.9999993115795 ,  499.99999929978753 ,  499.99999929978753 , 
35 ,  499.99999925746545 ,  499.99999925746545 ,  499.9999992688679 ,  499.99999929170826 ,  499.99999932606215 ,  499.9999993720555 ,  499.9999994298853 ,  499.9999994998609 ,  499.99999958247315 ,  499.9999996784354 ,  499.9999997881555 ,  499.9999999073041 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999999073041 ,  499.9999997881555 ,  499.9999996784354 ,  499.99999958247327 ,  499.9999994998609 ,  499.9999994298853 ,  499.9999993720555 ,  499.9999993260624 ,  499.9999992917085 ,  499.999999268868 ,  499.9999992574657 ,  499.9999992574657 , 
36 ,  499.99999920690857 ,  499.99999920690857 ,  499.9999992178373 ,  499.9999992397263 ,  499.99999927264423 ,  499.99999931670936 ,  499.9999993721118 ,  499.9999994391567 ,  499.9999995183349 ,  499.9999996104517 ,  499.99999971694797 ,  499.99999984145575 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999984145575 ,  499.99999971694797 ,  499.9999996104517 ,  499.999999518335 ,  499.9999994391567 ,  499.9999993721119 ,  499.99999931670936 ,  499.99999927264446 ,  499.9999992397263 ,  499.9999992178375 ,  499.9999992069088 ,  499.9999992069088 , 
37 ,  499.9999991488062 ,  499.9999991488062 ,  499.9999991591827 ,  499.9999991799582 ,  499.99999921118194 ,  499.99999925294014 ,  499.99999930537444 ,  499.99999936871154 ,  499.9999994433124 ,  499.9999995297501 ,  499.9999996289357 ,  499.9999997422469 ,  499.99999987050035 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99999987050046 ,  499.99999974224716 ,  499.9999996289357 ,  499.9999995297501 ,  499.9999994433126 ,  499.99999936871154 ,  499.99999930537456 ,  499.99999925294037 ,  499.99999921118217 ,  499.9999991799584 ,  499.99999915918295 ,  499.9999991488064 ,  499.9999991488064 , 
38 ,  499.9999990839581 ,  499.9999990839581 ,  499.9999990937159 ,  499.99999911324005 ,  499.99999914255 ,  499.9999991816817 ,  499.9999992306971 ,  499.9999992896953 ,  499.99999935882784 ,  499.99999943830653 ,  499.9999995283806 ,  499.9999996291954 ,  499.99999974030675 ,  499.9999998602741 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999998602741 ,  499.99999974030675 ,  499.9999996291955 ,  499.9999995283806 ,  499.99999943830653 ,  499.99999935882784 ,  499.9999992896953 ,  499.9999992306971 ,  499.9999991816819 ,  499.9999991425502 ,  499.99999911324016 ,  499.99999909371604 ,  499.9999990839583 ,  499.9999990839583 , 
39 ,  499.99999901325964 ,  499.99999901325964 ,  499.9999990223488 ,  499.9999990405187 ,  499.9999990677536 ,  499.9999991040306 ,  499.99999914931846 ,  499.9999992035748 ,  499.99999926673195 ,  499.9999993386631 ,  499.9999994190962 ,  499.9999995074286 ,  499.99999960236437 ,  499.99999970138526 ,  499.99999979973165 ,  499.9999998739295 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9999998739295 ,  499.99999979973177 ,  499.9999997013854 ,  499.9999996023645 ,  499.9999995074287 ,  499.9999994190962 ,  499.9999993386631 ,  499.99999926673206 ,  499.9999992035748 ,  499.99999914931846 ,  499.9999991040306 ,  499.9999990677537 ,  499.9999990405188 ,  499.9999990223489 ,  499.99999901325987 ,  499.99999901325987 , 
40 ,  499.99999893768154 ,  499.99999893768154 ,  499.9999989460712 ,  499.9999989628252 ,  499.999998987892 ,  499.9999990211902 ,  499.99999906260007 ,  499.9999991119503 ,  499.99999916899026 ,  499.9999992333385 ,  499.99999930439026 ,  499.99999938115957 ,  499.9999994620331 ,  499.99999954444456 ,  499.9999996244662 ,  499.99999969652345 ,  499.99999976868185 ,  499.999999803951 ,  499.9999998326125 ,  499.9999998786907 ,  500.0 ,  499.9999998786906 ,  499.9999998326125 ,  499.999999803951 ,  499.99999976868185 ,  499.99999969652345 ,  499.9999996244662 ,  499.99999954444456 ,  499.9999994620332 ,  499.99999938115957 ,  499.99999930439037 ,  499.9999992333385 ,  499.99999916899037 ,  499.9999991119505 ,  499.9999990626002 ,  499.9999990211902 ,  499.99999898789224 ,  499.9999989628253 ,  499.9999989460712 ,  499.99999893768154 ,  499.99999893768154 , 
41 ,  499.99999885824514 ,  499.99999885824514 ,  499.9999988659247 ,  499.99999888124296 ,  499.99999890411675 ,  499.9999989344135 ,  499.99999897193993 ,  499.99999901642445 ,  499.9999990674851 ,  499.9999991245804 ,  499.99999918693413 ,  499.99999925342604 ,  499.99999932245873 ,  499.9999993918368 ,  499.9999994587665 ,  499.99999952031067 ,  499.99999957523914 ,  499.9999996153458 ,  499.9999996485217 ,  499.99999968266707 ,  499.9999997163559 ,  499.99999968266707 ,  499.9999996485217 ,  499.9999996153458 ,  499.99999957523914 ,  499.9999995203108 ,  499.9999994587665 ,  499.9999993918368 ,  499.99999932245873 ,  499.99999925342604 ,  499.99999918693425 ,  499.99999912458065 ,  499.9999990674851 ,  499.9999990164247 ,  499.99999897194016 ,  499.9999989344135 ,  499.99999890411686 ,  499.9999988812431 ,  499.9999988659248 ,  499.99999885824536 ,  499.99999885824536 , 
42 ,  499.9999987760001 ,  499.9999987760001 ,  499.99999878297695 ,  499.99999879687766 ,  499.99999881759345 ,  499.9999988449524 ,  499.9999988787074 ,  499.99999891851803 ,  499.99999896392285 ,  499.9999990142985 ,  499.99999906880794 ,  499.9999991263362 ,  499.99999918542903 ,  499.9999992442713 ,  499.9999993007608 ,  499.9999993527598 ,  499.99999939842974 ,  499.9999994353119 ,  499.99999946496087 ,  499.9999994884537 ,  499.99999950129916 ,  499.9999994884538 ,  499.99999946496087 ,  499.9999994353119 ,  499.99999939842974 ,  499.9999993527599 ,  499.9999993007608 ,  499.9999992442713 ,  499.99999918542903 ,  499.9999991263361 ,  499.99999906880794 ,  499.99999901429874 ,  499.9999989639231 ,  499.99999891851826 ,  499.9999988787075 ,  499.9999988449524 ,  499.99999881759345 ,  499.9999987968778 ,  499.99999878297695 ,  499.9999987760002 ,  499.9999987760002 , 
43 ,  499.9999986919993 ,  499.9999986919993 ,  499.99999869829674 ,  499.9999987108297 ,  499.9999987294709 ,  499.99999875402216 ,  499.99999878420203 ,  499.9999988196312 ,  499.99999885980924 ,  499.99999890408753 ,  499.9999989516357 ,  499.9999990014081 ,  499.9999990521246 ,  499.99999910228246 ,  499.9999991502283 ,  499.9999991942989 ,  499.999999232974 ,  499.99999926491967 ,  499.99999928983834 ,  499.99999930706974 ,  499.99999931406046 ,  499.99999930706986 ,  499.99999928983834 ,  499.99999926491955 ,  499.99999923297423 ,  499.9999991942989 ,  499.9999991502284 ,  499.99999910228246 ,  499.9999990521246 ,  499.9999990014081 ,  499.9999989516357 ,  499.99999890408776 ,  499.99999885980947 ,  499.9999988196314 ,  499.9999987842024 ,  499.9999987540224 ,  499.99999872947103 ,  499.9999987108298 ,  499.99999869829685 ,  499.9999986919995 ,  499.9999986919995 , 
44 ,  499.999998607281 ,  499.999998607281 ,  499.99999861293395 ,  499.99999862417235 ,  499.9999986408584 ,  499.99999866277835 ,  499.99999868963414 ,  499.99999872103035 ,  499.99999875645926 ,  499.99999879528195 ,  499.99999883671103 ,  499.99999887979584 ,  499.999998923422 ,  499.99999896633506 ,  499.99999900719604 ,  499.9999990446697 ,  499.9999990775201 ,  499.99999910469 ,  499.99999912543217 ,  499.999999138882 ,  499.99999914372927 ,  499.999999138882 ,  499.99999912543217 ,  499.99999910469 ,  499.9999990775202 ,  499.9999990446697 ,  499.99999900719604 ,  499.99999896633517 ,  499.999998923422 ,  499.99999887979584 ,  499.99999883671103 ,  499.9999987952822 ,  499.9999987564594 ,  499.9999987210306 ,  499.99999868963437 ,  499.9999986627786 ,  499.9999986408586 ,  499.9999986241726 ,  499.9999986129342 ,  499.999998607281 ,  499.999998607281 , 
45 ,  499.9999985228508 ,  499.9999985228508 ,  499.9999985279027 ,  499.99999853793634 ,  499.99999855280964 ,  499.9999985723032 ,  499.99999859611546 ,  499.9999986238528 ,  499.9999986550199 ,  499.9999986890092 ,  499.99999872509284 ,  499.9999987624203 ,  499.99999880002497 ,  499.99999883684904 ,  499.9999988717859 ,  499.9999989037391 ,  499.99999893168183 ,  499.99999895470705 ,  499.9999989720484 ,  499.9999989829703 ,  499.9999989867455 ,  499.9999989829704 ,  499.9999989720484 ,  499.99999895470705 ,  499.99999893168183 ,  499.9999989037391 ,  499.99999887178615 ,  499.99999883684904 ,  499.9999988000251 ,  499.9999987624203 ,  499.99999872509306 ,  499.9999986890092 ,  499.9999986550199 ,  499.999998623853 ,  499.9999985961156 ,  499.9999985723034 ,  499.99999855280976 ,  499.99999853793656 ,  499.9999985279028 ,  499.9999985228508 ,  499.9999985228508 , 
46 ,  499.99999843967 ,  499.99999843967 ,  499.99999844416936 ,  499.99999845309776 ,  499.9999984663136 ,  499.9999984835998 ,  499.99999850466065 ,  499.99999852911594 ,  499.9999985564955 ,  499.999998586234 ,  499.9999986176697 ,  499.999998650047 ,  499.99999868252735 ,  499.99999871421164 ,  499.9999987441727 ,  499.99999877149503 ,  499.9999987953179 ,  499.9999988148668 ,  499.9999988294692 ,  499.9999988385438 ,  499.9999988416341 ,  499.9999988385439 ,  499.9999988294692 ,  499.9999988148668 ,  499.9999987953181 ,  499.99999877149526 ,  499.9999987441727 ,  499.99999871421164 ,  499.99999868252735 ,  499.999998650047 ,  499.9999986176697 ,  499.999998586234 ,  499.9999985564955 ,  499.99999852911606 ,  499.99999850466065 ,  499.9999984835998 ,  499.99999846631374 ,  499.999998453098 ,  499.99999844416925 ,  499.99999843967 ,  499.99999843967 , 
47 ,  499.9999983586458 ,  499.9999983586458 ,  499.99999836264374 ,  499.9999983705711 ,  499.99999838228973 ,  499.9999983975904 ,  499.99999841619024 ,  499.99999843772935 ,  499.99999846176956 ,  499.9999984877925 ,  499.9999985152017 ,  499.99999854332896 ,  499.99999857144576 ,  499.99999859878255 ,  499.99999862455456 ,  499.9999986479912 ,  499.9999986683674 ,  499.9999986850287 ,  499.999998697411 ,  499.9999987050561 ,  499.99999870764464 ,  499.9999987050561 ,  499.999998697411 ,  499.9999986850287 ,  499.9999986683674 ,  499.99999864799133 ,  499.9999986245547 ,  499.99999859878267 ,  499.99999857144576 ,  499.99999854332907 ,  499.9999985152018 ,  499.9999984877925 ,  499.99999846176956 ,  499.99999843772935 ,  499.99999841619024 ,  499.9999983975905 ,  499.99999838228973 ,  499.9999983705711 ,  499.99999836264385 ,  499.9999983586458 ,  499.9999983586458 , 
48 ,  499.99999828062573 ,  499.99999828062573 ,  499.99999828417367 ,  499.9999982912036 ,  499.99999830158447 ,  499.9999983151174 ,  499.9999983315364 ,  499.9999983505062 ,  499.99999837162295 ,  499.99999839441557 ,  499.99999841834983 ,  499.9999984428355 ,  499.99999846723824 ,  499.9999984908958 ,  499.9999985131392 ,  499.99999853331553 ,  499.99999855081205 ,  499.9999985650786 ,  499.9999985756465 ,  499.9999985821489 ,  499.9999985843449 ,  499.9999985821489 ,  499.9999985756465 ,  499.9999985650786 ,  499.99999855081205 ,  499.99999853331565 ,  499.9999985131393 ,  499.9999984908959 ,  499.99999846723824 ,  499.9999984428355 ,  499.99999841834995 ,  499.9999983944157 ,  499.99999837162295 ,  499.9999983505063 ,  499.9999983315365 ,  499.99999831511764 ,  499.9999983015846 ,  499.99999829120384 ,  499.99999828417356 ,  499.99999828062573 ,  499.99999828062573 , 
49 ,  499.9999982063923 ,  499.9999982063923 ,  499.99999820954054 ,  499.9999982157751 ,  499.9999982249724 ,  499.99999823694634 ,  499.9999982514495 ,  499.99999826817236 ,  499.99999828674663 ,  499.9999983067462 ,  499.99999832769345 ,  499.9999983490675 ,  499.9999983703142 ,  499.9999983908608 ,  499.9999984101337 ,  499.9999984275762 ,  499.9999984426688 ,  499.9999984549479 ,  499.99999846402363 ,  499.99999846959656 ,  499.9999984714759 ,  499.99999846959656 ,  499.99999846402363 ,  499.9999984549479 ,  499.9999984426687 ,  499.9999984275762 ,  499.9999984101337 ,  499.99999839086104 ,  499.9999983703143 ,  499.9999983490677 ,  499.9999983276937 ,  499.9999983067462 ,  499.99999828674686 ,  499.9999982681727 ,  499.9999982514495 ,  499.99999823694645 ,  499.9999982249724 ,  499.9999982157751 ,  499.99999820954054 ,  499.9999982063923 ,  499.9999982063923 , 
50 ,  499.99999813666216 ,  499.99999813666216 ,  499.99999813945897 ,  499.9999981449952 ,  499.9999981531553 ,  499.99999816376703 ,  499.9999981766015 ,  499.9999981913754 ,  499.9999982077536 ,  499.9999982253519 ,  499.99999824374424 ,  499.9999982624695 ,  499.99999828104194 ,  499.9999982989641 ,  499.99999831574064 ,  499.9999983308942 ,  499.99999834398227 ,  499.9999983546119 ,  499.9999983624557 ,  499.9999983672658 ,  499.99999836888674 ,  499.9999983672658 ,  499.9999983624556 ,  499.9999983546119 ,  499.99999834398227 ,  499.9999983308944 ,  499.99999831574087 ,  499.99999829896433 ,  499.99999828104217 ,  499.9999982624697 ,  499.99999824374436 ,  499.9999982253521 ,  499.9999982077536 ,  499.99999819137554 ,  499.9999981766015 ,  499.99999816376703 ,  499.9999981531553 ,  499.9999981449952 ,  499.99999813945897 ,  499.99999813666204 ,  499.99999813666204 , 
51 ,  499.9999980720836 ,  499.9999980720836 ,  499.99999807457516 ,  499.9999980795045 ,  499.9999980867651 ,  499.9999980961977 ,  499.9999981075923 ,  499.99999812068984 ,  499.9999981351857 ,  499.9999981507342 ,  499.99999816695413 ,  499.9999981834362 ,  499.9999981997531 ,  499.9999982154693 ,  499.99999823015514 ,  499.9999982433983 ,  499.99999825481837 ,  499.99999826408043 ,  499.9999982709069 ,  499.9999982750892 ,  499.999998276498 ,  499.9999982750892 ,  499.9999982709069 ,  499.99999826408055 ,  499.9999982548186 ,  499.9999982433985 ,  499.99999823015537 ,  499.99999821546953 ,  499.99999819975324 ,  499.9999981834362 ,  499.99999816695413 ,  499.9999981507343 ,  499.9999981351858 ,  499.99999812068984 ,  499.9999981075923 ,  499.9999980961977 ,  499.9999980867651 ,  499.9999980795046 ,  499.99999807457505 ,  499.9999980720836 ,  499.9999980720836 , 
52 ,  499.9999980132377 ,  499.9999980132377 ,  499.9999980154669 ,  499.9999980198753 ,  499.99999802636466 ,  499.99999803478795 ,  499.9999980449529 ,  499.99999805662253 ,  499.9999980695204 ,  499.99999808333405 ,  499.9999980977211 ,  499.9999981123176 ,  499.99999812674423 ,  499.9999981406179 ,  499.9999981535623 ,  499.9999981652188 ,  499.9999981752576 ,  499.99999818338995 ,  499.99999818937806 ,  499.99999819304423 ,  499.99999819427876 ,  499.99999819304423 ,  499.9999981893782 ,  499.99999818338995 ,  499.9999981752576 ,  499.99999816521904 ,  499.9999981535626 ,  499.9999981406181 ,  499.99999812674434 ,  499.9999981123176 ,  499.99999809772135 ,  499.99999808333405 ,  499.9999980695204 ,  499.99999805662253 ,  499.9999980449529 ,  499.99999803478806 ,  499.99999802636466 ,  499.9999980198754 ,  499.9999980154669 ,  499.9999980132377 ,  499.9999980132377 , 
53 ,  499.9999979606382 ,  499.9999979606382 ,  499.9999979626449 ,  499.9999979666122 ,  499.99999797244914 ,  499.99999798002045 ,  499.9999979891488 ,  499.99999799961734 ,  499.9999980111744 ,  499.99999802353625 ,  499.9999980363941 ,  499.99999804942104 ,  499.999998062279 ,  499.99999807462757 ,  499.99999808613427 ,  499.99999809648364 ,  499.99999810538714 ,  499.99999811259295 ,  499.9999981178951 ,  499.99999812113924 ,  499.9999981222313 ,  499.99999812113924 ,  499.9999981178951 ,  499.99999811259306 ,  499.99999810538725 ,  499.99999809648375 ,  499.9999980861344 ,  499.9999980746278 ,  499.99999806227925 ,  499.99999804942127 ,  499.99999803639423 ,  499.99999802353636 ,  499.9999980111744 ,  499.99999799961745 ,  499.9999979891488 ,  499.99999798002045 ,  499.99999797244914 ,  499.9999979666122 ,  499.9999979626448 ,  499.9999979606382 ,  499.9999979606382 , 
54 ,  499.9999979147317 ,  499.9999979147317 ,  499.9999979165534 ,  499.99999792015365 ,  499.9999979254486 ,  499.9999979323127 ,  499.99999794058203 ,  499.9999979500574 ,  499.9999979605076 ,  499.99999797167357 ,  499.9999979832746 ,  499.99999799501484 ,  499.99999800658907 ,  499.9999980176925 ,  499.9999980280279 ,  499.9999980373143 ,  499.9999980452965 ,  499.9999980517516 ,  499.99999805649827 ,  499.9999980594016 ,  499.99999806037863 ,  499.9999980594016 ,  499.99999805649827 ,  499.9999980517516 ,  499.9999980452965 ,  499.9999980373144 ,  499.9999980280279 ,  499.99999801769263 ,  499.9999980065893 ,  499.99999799501495 ,  499.99999798327485 ,  499.99999797167357 ,  499.9999979605076 ,  499.9999979500574 ,  499.99999794058203 ,  499.9999979323127 ,  499.9999979254487 ,  499.99999792015365 ,  499.9999979165532 ,  499.9999979147317 ,  499.9999979147317 , 
55 ,  499.9999978758992 ,  499.9999978758992 ,  499.99999787757054 ,  499.99999788087325 ,  499.9999978857287 ,  499.9999978920199 ,  499.9999978995945 ,  499.9999979082676 ,  499.999997917825 ,  499.9999979280284 ,  499.99999793861946 ,  499.9999979493273 ,  499.9999979598738 ,  499.9999979699818 ,  499.99999797938244 ,  499.9999979878221 ,  499.999997995071 ,  499.99999800092974 ,  499.9999980052355 ,  499.9999980078685 ,  499.99999800875435 ,  499.9999980078685 ,  499.9999980052355 ,  499.99999800092974 ,  499.9999979950711 ,  499.9999979878221 ,  499.99999797938244 ,  499.9999979699819 ,  499.9999979598738 ,  499.9999979493273 ,  499.9999979386196 ,  499.9999979280284 ,  499.999997917825 ,  499.9999979082676 ,  499.9999978995945 ,  499.99999789202 ,  499.9999978857287 ,  499.99999788087325 ,  499.99999787757054 ,  499.9999978758992 ,  499.9999978758992 , 
56 ,  499.9999978444563 ,  499.9999978444563 ,  499.9999978460103 ,  499.9999978490803 ,  499.9999978535923 ,  499.999997859436 ,  499.99999786646856 ,  499.99999787451634 ,  499.99999788337914 ,  499.999997892834 ,  499.9999979026411 ,  499.9999979125487 ,  499.9999979222996 ,  499.9999979316384 ,  499.99999794031737 ,  499.99999794810435 ,  499.99999795478857 ,  499.99999796018824 ,  499.99999796415534 ,  499.9999979665804 ,  499.9999979673962 ,  499.9999979665804 ,  499.99999796415545 ,  499.99999796018847 ,  499.99999795478857 ,  499.99999794810435 ,  499.9999979403176 ,  499.9999979316385 ,  499.9999979222998 ,  499.9999979125487 ,  499.9999979026411 ,  499.999997892834 ,  499.99999788337914 ,  499.99999787451634 ,  499.99999786646856 ,  499.999997859436 ,  499.99999785359205 ,  499.9999978490803 ,  499.9999978460103 ,  499.9999978444564 ,  499.9999978444564 , 
57 ,  499.99999782065504 ,  499.99999782065504 ,  499.9999978221223 ,  499.99999782502096 ,  499.9999978292801 ,  499.9999978347947 ,  499.9999978414288 ,  499.9999978490173 ,  499.9999978573701 ,  499.9999978662763 ,  499.9999978755093 ,  499.9999978848315 ,  499.99999789400124 ,  499.9999979027783 ,  499.99999791093114 ,  499.9999979182421 ,  499.99999792451536 ,  499.99999792958124 ,  499.99999793330187 ,  499.99999793557583 ,  499.99999793634083 ,  499.99999793557583 ,  499.99999793330176 ,  499.99999792958124 ,  499.99999792451536 ,  499.9999979182421 ,  499.99999791093114 ,  499.99999790277843 ,  499.99999789400124 ,  499.9999978848315 ,  499.9999978755093 ,  499.9999978662763 ,  499.9999978573701 ,  499.9999978490173 ,  499.9999978414287 ,  499.9999978347946 ,  499.99999782928 ,  499.99999782502096 ,  499.99999782212217 ,  499.99999782065504 ,  499.99999782065504 , 
